"mlbid","name","position","full_name","nickname","dob"
123597,"Pedro Valdes","RF","Pedro Jose Valdes ",NA,"6/29/1973 in Fajardo, Puerto Rico "
111309,"Bill Bowman","C","William G. Bowman ",NA,"1/23/1867 in Chicago, IL "
123598,"Roy Valdes","PH","Rogelio Lazaro Valdes ",NA,"2/20/1920 in Havana, Cuba "
111310,"Red Bowser","OF","James Harvey Bowser ",NA,"9/20/1881 in Freeport, PA "
123599,"Sandy Valdespino","OF","Hilario Valdespino ",NA,"1/14/1939 in San Jose de los Lajos, Cuba "
111311,"Ted Bowsfield","P","Edward Oliver Bowsfield ",NA,"1/10/1935 in Vernon, BC, Canada "
123600,"Carlos Valdez","P","Carlos Luis Valdez ",NA,"12/26/1971 in Nizao Bani, Dominican Republic "
111312,"Oil Can Boyd","P","Dennis Ray Boyd ",NA,"10/6/1959 in Meridian, MS "
123601,"Efrain Valdez","P","Efrain Antonio Valdez ",NA,"7/11/1966 in Nizao Bani, Dominican Republic "
111313,"Frank Boyd","C","Frank Jay Boyd ",NA,"4/2/1868 in West Middletown, PA "
123602,"Julio Valdez","SS","Julio Julian Valdez ",NA,"6/3/1956 in San Cristobal, Dominican Republic "
111314,"Gary Boyd","P","Gary Lee Boyd ",NA,"8/22/1946 in Pasadena, CA "
123603,"Mario Valdez","1B","Mario A. Valdez ",NA,"11/19/1974 in Ciudad Obregon, Sonora, Mexico "
111315,"Jake Boyd","RF","Jacob Henry Boyd ",NA,"1/19/1874 in Martinsburg, WV "
123604,"Rafael Valdez","P","Rafael Emilio Valdez ",NA,"12/17/1967 in Nizao Bani, Dominican Republic "
111316,"Ray Boyd","P","Raymond C. Boyd ",NA,"2/11/1887 in Hortonville, IN "
123605,"Rene Valdez","P","Rene Gutierrez Valdez ",NA,"6/2/1929 in Guanabacoa, Cuba "
111317,"Bob Boyd","1B","Robert Richard Boyd ","Rope","10/1/1919 in Potts Camp, MS "
123606,"Sergio Valdez","P","Sergio Sanchez Valdez ",NA,"9/7/1964 in Elias Pina, Dominican Republic "
111318,"Bill Boyd","3B","William J. Boyd ",NA,"12/22/1852 in New York, NY "
123607,"Jose Valdivielso","SS","Jose Valdivielso ",NA,"5/22/1934 in Matanzas, Cuba "
111319,"Clete Boyer","3B","Cletis Leroy Boyer ",NA,"2/9/1937 in Cassville, MO "
123608,"John Valentin","SS","John William Valentin ",NA,"2/18/1967 in Mineola, NY "
111320,"Cloyd Boyer","P","Cloyd Victor Boyer ","Junior","9/1/1927 in Alba, MO "
123609,"Javier Valentin","C","Jose Javier Valentin ",NA,"9/19/1975 in Manati, Puerto Rico "
111321,"Ken Boyer","3B","Kenton Lloyd Boyer ",NA,"5/20/1931 in Liberty, MO "
123610,"Jose Valentin","SS","Jose Antonio Valentin ",NA,"10/12/1969 in Manati, Puerto Rico "
111322,"Doe Boyland","1B","Dorian Scott Boyland ",NA,"1/6/1955 in Chicago, IL "
123611,"Ellis Valentine","OF","Ellis Clarence Valentine ",NA,"7/30/1954 in Helena, AR "
111323,"Eddie Boyle","C","Edward J. Boyle ",NA,"5/8/1874 in Cincinnati, OH "
123612,"Fred Valentine","OF","Fred Lee Valentine ","Squeaky","1/19/1935 in Clarksdale, MS "
111324,"Henry Boyle","P","Henry J. Boyle ","Handsome Henry","9/20/1860 in Philadelphia, PA "
123613,"Corky Valentine","P","Harold Lewis Valentine ",NA,"1/4/1929 in Troy, OH "
111325,"Jim Boyle","C","James John Boyle ",NA,"1/19/1904 in Cincinnati, OH "
123614,"John Valentine","P","John Gill Valentine ",NA,"11/21/1855 in Brooklyn, NY "
111326,"Jack Boyle","C","John Anthony Boyle ","Honest Jack","3/22/1866 in Cincinnati, OH "
123615,"Bob Valentine","C","Robert Valentine ",NA,""
111327,"Jack Boyle","3B","John Bellew Boyle ",NA,"7/9/1889 in Morris, IL "
123616,"Bobby Valentine","SS","Robert John Valentine ",NA,"5/13/1950 in Stamford, CT "
111328,"Buzz Boyle","RF","Ralph Francis Boyle ",NA,"2/9/1908 in Cincinnati, OH "
123617,"Vito Valentinetti","P","Vito John Valentinetti ",NA,"9/16/1928 in West New York, NJ "
111329,"Harry Boyles","P","Harry Boyles ","Stretch","11/29/1911 in Granite City, IL "
123618,"Benny Valenzuela","3B","Benjamin Beltran Valenzuela ","Papelero","6/2/1933 in Los Mochis, Mexico "
111330,"Marshall Boze","P","Marshall Wayne Boze ",NA,"5/23/1971 in San Manuel, AZ "
123619,"Fernando Valenzuela","P","Fernando Valenzuela ","El Toro","11/1/1960 in Navojoa, Mexico "
111331,"Gene Brabender","P","Eugene Mathew Brabender ",NA,"8/16/1941 in Madison, WI "
123620,"Julio Valera","P","Julio Enrique Valera ",NA,"10/13/1968 in Aguadilla, Puerto Rico "
111332,"Gibby Brack","RF","Gilbert Herman Brack ",NA,"3/29/1908 in Chicago, IL "
123621,"Dave Valle","C","David Valle ",NA,"10/30/1960 in Bayside, NY "
111334,"John Brackenridge","P","John Givler Brackenridge ",NA,"12/24/1880 in Harrisburg, PA "
123623,"Elmer Valo","OF","Elmer William Valo ",NA,"3/5/1921 in Ribnik, Czechoslovakia "
111338,"Larry Bradford","P","Larry Bradford ",NA,"12/21/1949 in Chicago, IL "
123627,"Deacon Vanburen","OF","Edward Eugene Vanburen ",NA,"12/14/1870 in LaSalle Co., IL "
111339,"Bill Bradford","P","William D Bradford ",NA,"8/28/1921 in Choctaw, AR "
123628,"Ty Van Burkleo","1B","Tyler Lee Van Burkleo ",NA,"10/7/1963 in Oakland, CA "
111340,"Al Bradley","CF","Albert Joseph Bradley ",NA,"5/23/1856 in Brady's Bend, PA "
123629,"Al Vancamp","OF","Albert Joseph Vancamp ",NA,"9/7/1903 in Moline, IL "
111341,"Fred Bradley","P","Fred Langdon Bradley ",NA,"7/31/1920 in Parsons, KS "
123630,"Dazzy Vance","P","Arthur Charles Vance ",NA,"3/4/1891 in Orient, IA "
111342,"Foghorn Bradley","P","George H. Bradley ",NA,"7/1/1855 in Medford, MA "
123631,"Sandy Vance","P","Gene Covington Vance ",NA,"1/5/1947 in Lamar, CO "
111343,"George Bradley","P","George Washington Bradley ","Grin","7/13/1852 in Reading, PA "
123632,"Joe Vance","P","Joseph Albert Vance ","Sandy","9/16/1905 in Devine, TX "
111344,"George Bradley","CF","George Washington Bradley ",NA,"4/1/1914 in Greenwood, AR "
123633,"Chris Van Cuyk","P","Christian Gerald Van Cuyk ",NA,"1/3/1927 in Kimberly, WI "
111345,"Herb Bradley","P","Herbert Theodore Bradley ",NA,"1/3/1903 in Agenda, KS "
123634,"Johnny Van Cuyk","P","John Henry Van Cuyk ",NA,"7/7/1921 in Little Chute, WI "
123622,"Hector Valle","C","Hector Jose Valle ",NA,"10/27/1940 in Vega Baja, Puerto Rico "
111333,"Jack Bracken","P","John James Bracken ",NA,"4/14/1881 in Cleveland, OH "
111346,"Hugh Bradley","1B","Hugh Frederick Bradley ","Corns","5/23/1885 in Grafton, MA "
123635,"Carl Vandagrift","2B","Carl William Vandagrift ",NA,"4/22/1883 in Cantrall, IL "
111347,"Jack Bradley","C","John Thomas Bradley ",NA,"9/20/1893 in Denver, CO "
123636,"Ed Vande Berg","P","Edward John Vande Berg ",NA,"10/26/1958 in Redlands, CA "
123624,"Clay Van Alstyne","P","Clayton Emory Van Alstyne ","Spike","5/24/1900 in Stuyvesant, NY "
111335,"Don Bradey","P","Donald Eugene Bradey ",NA,"10/4/1934 in Charlotte, NC "
111348,"Mark Bradley","RF","Mark Allen Bradley ",NA,"12/3/1956 in Elizabethtown, KY "
123637,"Hy Vandenberg","P","Harold Harris Vandenberg ",NA,"3/17/1906 in Abilene, KS "
123625,"Russ Van Atta","P","Russell Van Atta ","Sheriff","6/21/1906 in Augusta, NJ "
111336,"Buddy Bradford","CF","Charles William Bradford ",NA,"7/25/1944 in Mobile, AL "
111349,"Phil Bradley","LF","Philip Poole Bradley ",NA,"3/11/1959 in Bloomington, IN "
123638,"Johnny Vander Meer","P","John Samuel Vander Meer ","Double No-Hit","11/2/1914 in Prospect Park, NJ "
123626,"Ozzie Van Brabant","P","Camille Oscar Van Brabant ",NA,"9/28/1926 in Kingsville, ON, Canada "
111337,"Vic Bradford","LF","Henry Victor Bradford ",NA,"3/5/1915 in Brownsville, TN "
111350,"Scott Bradley","C","Scott William Bradley ",NA,"3/22/1960 in Glen Ridge, NJ "
123639,"John Vander Wal","RF","John Henry Vander Wal ",NA,"4/29/1966 in Grand Rapids, MI "
111351,"Bert Bradley","P","Steven Bert Bradley ",NA,"12/23/1956 in Athens, GA "
123640,"Fred Vandusen","PH","Frederick William Vandusen ",NA,"7/31/1937 in Jackson Heights, NY "
111352,"Tom Bradley","P","Thomas William Bradley ",NA,"3/16/1947 in Asheville, NC "
123641,"Ben Van Dyke","P","Benjamin Harrison Van Dyke ",NA,"8/15/1888 in Clintonville, PA "
111353,"Bill Bradley","3B","William Joseph Bradley ",NA,"2/13/1878 in Cleveland, OH "
123642,"Bill Vandyke","OF","William Jennings Vandyke ",NA,"12/15/1863 in Paris, IL "
111354,"Dallas Bradshaw","2B","Dallas Carl Bradshaw ","Windy","11/23/1895 in Wolf Creek, IL "
123643,"Tim Van Egmond","P","Timothy Layne Van Egmond ",NA,"5/31/1969 in Shreveport, LA "
111355,"George Bradshaw","C","George Thomas Bradshaw ",NA,"9/12/1924 in Salisbury, NC "
123644,"Elam Vangilder","P","Elam Russell Vangilder ",NA,"4/23/1896 in Cape Girardeau, MO "
111356,"Joe Bradshaw","P","Joseph Siah Bradshaw ",NA,"8/17/1897 in Ro Ellen, TN "
123645,"Dave Vangorder","C","David Thomas Vangorder ",NA,"3/27/1957 in Los Angeles, CA "
111357,"Terry Bradshaw","LF","Terry Leon Bradshaw ",NA,"2/3/1969 in Franklin, VA "
123646,"George Van Haltren","CF","George Edward Van Haltren ","Rip","3/30/1866 in St. Louis, MO "
111358,"Michael Brady","CF","Michael T. Brady ",NA,"12/1/1854 in Chicago, IL "
123647,"William Van Landingham","P","William Joseph Van Landingham ",NA,"7/16/1970 in Columbia, TN "
111359,"Brian Brady","RF","Brian Phelan Brady ",NA,"7/11/1962 in Elmhurst, NY "
123648,"John Vann","PH","John Silas Vann ",NA,"6/7/1893 in Fairland, OK "
111360,"Cliff Brady","2B","Clifford Francis Brady ",NA,"3/6/1897 in St. Louis, MO "
123649,"Jay Van Noy","RF","Jay Lowell Van Noy ",NA,"11/4/1928 in Garland, UT "
111361,"Neal Brady","P","Cornelius Joseph Brady ",NA,"3/4/1897 in Covington, KY "
123650,"Todd Van Poppel","P","Todd Matthew Van Poppel ",NA,"12/9/1971 in Hinsdale, IL "
111362,"Jim Brady","P","James Joseph Brady ","Diamond Jim","3/2/1936 in Jersey City, NJ "
123651,"Maurice Vanrobays","OF","Maurice Rene Vanrobays ","Bomber","11/15/1914 in Detroit, MI "
111363,"King Brady","P","James Ward Brady ",NA,"5/28/1881 in Elmer, NJ "
123652,"Ben Van Ryn","P","Benjamin Ashley Van Ryn ",NA,"8/9/1971 in Fort Wayne, IN "
111364,"Bob Brady","C","Robert Jay Brady ",NA,"11/8/1922 in Lewistown, PA "
123653,"Andy Van Slyke","CF","Andrew James Van Slyke ",NA,"12/21/1960 in Utica, NY "
111365,"Steve Brady","RF","Stephen A. Brady ",NA,"7/14/1851 in Worcester, MA "
123654,"Ike Van Zandt","P","Charles Isaac Van Zandt ",NA,"2/1/1876 in Brooklyn, NY "
111366,"Doug Brady","2B","Stephen Douglas Brady ",NA,"11/23/1969 in Jacksonville, IL "
123655,"Dick Vanzant","3B","Richard Vanzant ","Foghorn Dick","11/1/1864 "
111367,"Bill Brady","P","William Aloysius Brady ","King","8/18/1889 in New York, NY "
123656,"Andy Varga","P","Andrew William Varga ",NA,"12/11/1930 in Chicago, IL "
111368,"Bobby Bragan","SS","Robert Randall Bragan ",NA,"10/30/1917 in Birmingham, AL "
123657,"Eddie Vargas","1B","Hediberto Vargas ",NA,"2/23/1959 in Guanica, Puerto Rico "
111369,"Darren Bragg","RF","Darren William Bragg ",NA,"9/7/1969 in Waterbury, CT "
123658,"Roberto Vargas","P","Roberto Enrique Vargas ",NA,"5/29/1929 in Santurce, Puerto Rico "
111370,"Dick Braggins","P","Richard Realf Braggins ",NA,"12/25/1879 in Mercer, PA "
123659,"Bill Vargus","P","William Fay Vargus ",NA,"11/11/1899 in N.Scituate, MA "
111371,"Glenn Braggs","LF","Glenn Erick Braggs ",NA,"10/17/1962 in San Bernardino, CA "
123660,"Jason Varitek","C","Jason Andrew Varitek ","Tek","4/11/1972 in Rochester, MI "
111372,"Dave Brain","3B","David Leonard Brain ",NA,"1/24/1879 in Hereford, England "
123661,"Buck Varner","RF","Glen Gann Varner ",NA,"8/17/1930 in Hixson, TN "
111373,"Asa Brainard","P","Asa Brainard ","Count","1/1/1841 in Albany, NY "
123662,"Dike Varney","P","Lawrence Delano Varney ",NA,"8/9/1880 in Dover, NH "
111374,"Frederick Brainard","1B","Frederick F. Brainard ",NA,"2/17/1892 in Champaign, IL "
123663,"Pete Varney","C","Richard Fred Varney ",NA,"4/10/1949 in Roxbury, MA "
111375,"Al Braithwood","P","Alfred Braithwood ",NA,"2/15/1892 in Braceville, IL "
123664,"Gary Varsho","RF","Gary Andrew Varsho ",NA,"6/20/1961 in Marshfield, WI "
111376,"Erv Brame","P","Ervin Beckham Brame ",NA,"10/12/1901 in Big Rock, TN "
123665,"Cal Vasbinder","P","Moses Calhoun Vasbinder ",NA,"7/19/1880 in Scio, OH "
111377,"Art Bramhall","3B","Arthur Washington Bramhall ",NA,"2/22/1909 in Oak Park, IL "
123666,"Rafael Vasquez","P","Rafael Vasquez ",NA,"6/28/1958 in LaRomana, Dominican Republic "
111378,"Ralph Branca","P","Ralph Theodore Joseph Branca ","Hawk","1/6/1926 in Mount Vernon, NY "
123667,"Jim Vatcher","RF","James Ernest Vatcher ",NA,"5/27/1966 in Santa Monica, CA "
111380,"Harvey Branch","P","Harvey Alfred Branch ",NA,"2/8/1939 in Memphis, TN "
123669,"Charlie Vaughan","P","Charles Wayne Vaughan ",NA,"10/6/1947 in Mercedes, TX "
111381,"Norm Branch","P","Norman Downs Branch ","Red","3/22/1915 in Spokane, WA "
123670,"Glenn Vaughan","SS","Glenn Edward Vaughan ","Sparky","2/15/1944 in Compton, CA "
111382,"Roy Branch","P","Roy Branch ",NA,"7/12/1953 in St. Louis, MO "
123671,"Arky Vaughan","SS","Joseph Floyd Vaughan ",NA,"3/9/1912 in Clifty, AR "
111383,"Ron Brand","C","Ronald George Brand ",NA,"1/13/1940 in Los Angeles, CA "
123672,"Roy Vaughn","P","Clarence Leroy Vaughn ",NA,"9/4/1911 in Sedalia, MO "
111384,"Mark Brandenburg","P","Mark Clay Brandenburg ",NA,"7/14/1970 in Houston, TX "
123673,"De Wayne Vaughn","P","De Wayne Vaughn ",NA,"7/22/1959 in Oklahoma City, OK "
111385,"Chick Brandom","P","Chester Milton Brandom ",NA,"3/31/1887 in Coldwater, KS "
123674,"Fred Vaughn","2B","Frederick Thomas Vaughn ","Muscles","10/18/1918 in Coalinga, CA "
111386,"Bucky Brandon","P","Darrell G. Brandon ",NA,"7/8/1940 in Nacogdoches, TX "
123675,"Greg Vaughn","LF","Gregory Lamont Vaughn ",NA,"7/3/1965 in Sacramento, CA "
111387,"Ed Brandt","P","Edward Arthur Brandt ","Big Ed","2/17/1905 in Spokane, WA "
123676,"Farmer Vaughn","C","Harry Francis Vaughn ",NA,"3/1/1864 in Ruraldale, OH "
111388,"Jackie Brandt","CF","John George Brandt ",NA,"4/28/1934 in Omaha, NE "
123677,"Hippo Vaughn","P","James Leslie Vaughn ",NA,"4/9/1888 in Weatherford, TX "
111389,"Bill Brandt","P","William George Brandt ",NA,"3/21/1915 in Aurora, IN "
123678,"Mo Vaughn","1B","Maurice Samuel Vaughn ",NA,"12/15/1967 in Norwalk, CT "
111390,"Otis Brannan","2B","Otis Owen Brannan ",NA,"3/13/1899 in Greenbrier, AR "
123679,"Bobby Vaughn","2B","Robert Vaughn ",NA,"6/4/1885 in Stamford, NY "
111391,"Mike Brannock","3B","Michael J. Brannock ",NA,"10/25/1851 in Douglas, MA "
123680,"Al Veach","P","Alvis Lindel Veach ",NA,"8/6/1909 in Maylene, AL "
123668,"Porter Vaughan","P","Cecil Porter Vaughan ","Lefty","5/11/1919 in Stevensville, VA "
111379,"Al Brancato","SS","Albert Brancato ","Bronk","5/29/1919 in Philadelphia, PA "
111392,"Dud Branom","1B","Edgar Dudley Branom ",NA,"11/30/1897 in Sulphur Springs, TX "
123681,"Bobby Veach","OF","Robert Hayes Veach ",NA,"6/29/1888 in Island, KY "
111393,"Kitty Bransfield","1B","William Edward Bransfield ",NA,"1/7/1875 in Worcester, MA "
123682,"Peek-A-Boo Veach","1B","William Walter Veach ",NA,"6/15/1862 in Indianapolis, IN "
111394,"Jeff Branson","3B","Jeffery Glenn Branson ",NA,"1/26/1967 in Waynesboro, MS "
123683,"Coot Veal","SS","Orville Inman Veal ",NA,"7/9/1932 in Sandersville, GA "
111395,"Marshall Brant","1B","Marshall Lee Brant ",NA,"9/17/1955 in Garberville, CA "
123684,"Bob Veale","P","Robert Andrew Veale ",NA,"10/28/1935 in Birmingham, AL "
111396,"Cliff Brantley","P","Clifford Brantley ",NA,"4/12/1968 in Staten Island, NY "
123685,"Lou Vedder","P","Louis Edward Vedder ",NA,"4/20/1897 in Oakville, MI "
111397,"Jeff Brantley","P","Jeffrey Hoke Brantley ",NA,"9/5/1963 in Florence, AL "
123686,"Jesus Vega","DH","Jesus Anthony Vega ",NA,"10/14/1955 in Bayamon, Puerto Rico "
111398,"Mickey Brantley","LF","Michael Charles Brantley Sr. ",NA,"6/17/1961 in Catskill, NY "
123687,"Al Veigel","P","Allen Francis Veigel ",NA,"1/30/1917 in Dover, OH "
111399,"Kitty Brashear","P","Norman Cobb Brashear ",NA,"8/27/1877 in Mansfield, OH "
123688,"Bucky Veil","P","Frederick William Veil ",NA,"8/2/1881 in Tyrone, PA "
111400,"Roy Brashear","1B","Roy Parks Brashear ",NA,"1/3/1874 in Ashtabula, OH "
123689,"Jorge Velandia","2B","Jorge Luis Velandia ",NA,"1/12/1975 in Caracas, Venezuela "
111401,"Joe Bratcher","CF","Joseph Warlick Bratcher ","Goobers","7/22/1898 in Grand Saline, TX "
123690,"Randy Velarde","2B","Randy Lee Velarde ",NA,"11/24/1962 in Midland, TX "
111402,"Fred Bratschi","LF","Frederick Oscar Bratschi ","Fritz","1/16/1892 in Alliance, OH "
123691,"Guillermo Velasquez","1B","Guillermo Velasquez ",NA,"4/23/1968 in Mexicali, Mexico "
111403,"John Braun","P","John Paul Braun ",NA,"12/26/1939 in Madison, WI "
123692,"Carlos Velazquez","P","Carlos Velazquez ",NA,"3/22/1948 in Loiza, Puerto Rico "
111404,"Steve Braun","LF","Stephen Russell Braun ",NA,"5/8/1948 in Trenton, NJ "
123693,"Freddie Velazquez","C","Federico Antonio Velazquez ",NA,"12/6/1937 in Santo Domingo, Dominican Republic "
111405,"Angel Bravo","CF","Angel Alfonso Bravo ",NA,"8/4/1942 in Maracaibo, Venezuela "
123694,"Otto Velez","OF","Otoniel Velez ",NA,"11/29/1950 in Ponce, Puerto Rico "
111406,"Garland Braxton","P","Edgar Garland Braxton ",NA,"6/10/1900 in Snow Camp, NC "
123695,"Pat Veltman","C","Arthur Patrick Veltman ",NA,"3/24/1906 in Mobile, AL "
111407,"Buster Bray","CF","Clarence Wilbur Bray ",NA,"4/1/1913 in Birmingham, AL "
123696,"Max Venable","OF","William Mc Venable ",NA,"6/6/1957 in Phoenix, AZ "
111408,"Frank Brazill","1B","Frank Leo Brazill ",NA,"8/11/1899 in Spangler, PA "
123697,"Robin Ventura","3B","Robin Mark Ventura ",NA,"7/14/1967 in Santa Maria, CA "
111409,"Al Brazle","P","Alpha Eugene Brazle ","Cotton","10/19/1913 in Loyal, OK "
123698,"Vince Ventura","LF","Vincent Ventura ",NA,"4/18/1917 in New York, NY "
111410,"Sid Bream","1B","Sidney Eugene Bream ",NA,"8/3/1960 in Carlisle, PA "
123699,"Dario Veras","P","Dario Antonio Veras ",NA,"3/13/1973 in Santiago, Dominican Republic "
111411,"Jim Breazeale","1B","James Leo Breazeale ",NA,"10/3/1949 in Houston, TX "
123700,"Quilvio Veras","2B","Quilvio Alberto Veras ",NA,"4/3/1971 in Santo Domingo, Dominican Republic "
111412,"Harry Brecheen","P","Harry David Brecheen ","Harry The Cat","10/14/1914 in Broken Bow, OK "
123701,"Emil Verban","2B","Emil Matthew Verban ","Dutch","8/27/1915 in Lincoln, IL "
111413,"Bill Breckinridge","P","William Robertson Breckinridge ",NA,"10/16/1907 in Tulsa, OK "
123702,"Joe Verbanic","P","Joseph Michael Verbanic ",NA,"4/24/1943 in Washington, PA "
111414,"Brent Brede","RF","Brent David Brede ",NA,"9/13/1971 in Belleville, IL "
123703,"Gene Verble","SS","Gene Kermit Verble ","Satchel","6/29/1928 in Concord, NC "
111415,"Danny Breeden","C","Danny Richard Breeden ",NA,"6/27/1942 in Albany, GA "
123704,"Al Verdel","P","Albert Alfred Verdel ","Stumpy","6/10/1921 in Punxsutawney, PA "
111416,"Hal Breeden","1B","Harold Noel Breeden ",NA,"6/28/1944 in Albany, GA "
123705,"Frank Verdi","SS","Frank Michael Verdi ",NA,"6/2/1926 in Brooklyn, NY "
111417,"Marv Breeding","2B","Marvin Eugene Breeding ",NA,"3/8/1934 in Decatur, AL "
123706,"Tommy Vereker","P","John James Vereker ",NA,"12/2/1893 in Baltimore, MD "
111418,"Fred Breining","P","Fred Lawrence Breining ",NA,"11/15/1955 in San Francisco, CA "
123707,"Dave Veres","P","David Scott Veres ",NA,"10/19/1966 in Montgomery, AL "
111419,"Alonzo Breitenstein","P","Alonzo Breitenstein ",NA,"11/9/1857 in Utica, NY "
123708,"Randy Veres","P","Randolph Ruhland Veres ",NA,"11/25/1965 in Sacramento, CA "
111420,"Ted Breitenstein","P","Theodore J. Breitenstein ","Theo","6/1/1869 in St. Louis, MO "
123709,"Johnny Vergez","3B","John Louis Vergez ",NA,"7/9/1906 in Oakland, CA "
111421,"Herb Bremer","C","Herbert Frederick Bremer ",NA,"10/25/1913 in Chicago, IL "
123710,"John Verhoeven","P","John C Verhoeven ",NA,"7/3/1953 in Long Beach, CA "
111422,"Sam Brenegan","C","Olaf Selmar Brenegan ",NA,"9/1/1890 in Galesville, WI "
123711,"Mickey Vernon","1B","James Barton Vernon ",NA,"4/22/1918 in Marcus Hook, PA "
111423,"Bob Brenly","C","Robert Earl Brenly ",NA,"2/25/1954 in Coshocton, OH "
123712,"Joe Vernon","P","Joseph Henry Vernon ",NA,"11/25/1889 in Mansfield, MA "
111424,"Ad Brennan","P","Addison Foster Brennan ",NA,"7/18/1887 in La Harpe, KS "
123713,"Zoilo Versalles","SS","Zoilo Casanova Versalles ","Zorro","12/18/1939 in Veldado, Cuba "
111425,"Jack Brennan","C","Jack Brennan ",NA,"9/15/1863 in St. Louis, MO "
123714,"Tom Veryzer","SS","Thomas Martin Veryzer ",NA,"2/11/1953 in Port Jefferson, NY "
111426,"Don Brennan","P","James Donald Brennan ",NA,"12/2/1903 in Augusta, ME "
123715,"Bob Veselic","P","Robert Michael Veselic ",NA,"9/27/1955 in Pittsburgh, PA "
111427,"Tom Brennan","P","Thomas Martin Brennan ","Gray Flamingo","10/30/1952 in Chicago, IL "
123716,"Lee Viau","P","Leon A. Viau ",NA,"7/5/1866 in Corinth, VT "
111428,"William Brennan","P","William Raymond Brennan ",NA,"1/15/1963 in Tampa, FL "
123717,"Ernie Vick","C","Henry Arthur Vick ",NA,"7/2/1900 in Toledo, OH "
111429,"Jim Brenneman","P","James Leroy Brenneman ",NA,"2/13/1941 in San Diego, CA "
123718,"Sammy Vick","OF","Samuel Bruce Vick ",NA,"4/12/1895 in Batesville, MS "
111430,"Bert Brenner","P","Delbert Henry Brenner ","Dutch","7/18/1887 in Minneapolis, MN "
123719,"Rube Vickers","P","Harry Porter Vickers ",NA,"5/17/1878 in St.Marys, ON, Canada "
111431,"Lynn Brenton","P","Lynn Davis Brenton ","Buck","10/7/1889 in Peoria, IL "
123720,"Tom Vickery","P","Thomas Gill Vickery ","Vinegar Tom","5/5/1867 in Milford, NJ "
111432,"Bill Brenzel","C","William Richard Brenzel ",NA,"3/3/1910 in Oakland, CA "
123721,"George Vico","1B","George Steve Vico ","Sam","8/9/1923 in San Fernando, CA "
111433,"Roger Bresnahan","C","Roger Philip Bresnahan ","The Duke Of Tralee","6/11/1879 in Toledo, OH "
123722,"Jose Vidal","RF","Jose Vidal ","Papito","4/3/1940 in Batey Lechuga, Dominican Republic "
111434,"Rube Bressler","LF","Raymond Bloom Bressler ",NA,"10/23/1894 in Coder, PA "
123723,"Jose Vidro","2B","Jose Angel Vidro ",NA,"8/27/1974 in Mayaguez, Puerto Rico "
111435,"Eddie Bressoud","SS","Edward Francis Bressoud ",NA,"5/2/1932 in Los Angeles, CA "
123724,"Hector Villanueva","C","Hector Villanueva ",NA,"1/2/1964 in Rio Piedras, Puerto Rico "
111436,"Jim Breton","3B","John Frederick Breton ",NA,"7/15/1891 in Chicago, IL "
123725,"Ron Villone","P","Ronald Thomas Villone ",NA,"1/16/1970 in Englewood, NJ "
111437,"George Brett","3B","George Howard Brett ","Mullet","5/15/1953 in Glen Dale, WV "
123726,"Fernando Vina","2B","Fernando Vina ",NA,"4/16/1969 in Sacramento, CA "
111438,"Duke Brett","P","Herbert James Brett ",NA,"5/23/1900 in Lawrenceville, VA "
123727,"Bob Vines","P","Robert Earl Vines ",NA,"2/25/1897 in Waxahachie, TX "
111439,"Ken Brett","P","Kenneth Alven Brett ","Kemer","9/18/1948 in Brooklyn, NY "
123728,"Dave Vineyard","P","David Kent Vineyard ",NA,"2/25/1941 in Clay, WV "
111440,"Marv Breuer","P","Marvin Howard Breuer ","Baby Face","4/29/1914 in Rolla, MO "
123729,"Charlie Vinson","1B","Charles Anthony Vinson ","Chuck","1/5/1944 in Washington, DC "
111441,"Tony Brewer","LF","Anthony Bruce Brewer ",NA,"11/25/1957 in Coushatta, LA "
123730,"Rube Vinson","OF","Ernest Augustus Vinson ",NA,"3/20/1879 in Dover, DE "
111442,"Jim Brewer","P","James Thomas Brewer ",NA,"11/14/1937 in Merced, CA "
123731,"Bill Vinton","P","William Miller Vinton ",NA,"4/27/1865 in Winthrop, MA "
111443,"Jack Brewer","P","John Herndon Brewer ","Buddy","4/21/1918 in Los Angeles, CA "
123732,"Frank Viola","P","Frank John Viola ",NA,"4/19/1960 in Hempstead, NY "
111444,"Mike Brewer","RF","Michael Quinn Brewer ",NA,"10/24/1959 in Shreveport, LA "
123733,"Jim Viox","2B","James Harry Viox ",NA,"12/30/1890 in Lockland, OH "
111445,"Rod Brewer","1B","Rodney Lee Brewer ",NA,"2/24/1966 in Eustis, FL "
123734,"Bill Virdon","CF","William Charles Virdon ",NA,"6/9/1931 in Hazel Park, MI "
111446,"Tom Brewer","P","Thomas Austin Brewer ",NA,"9/3/1931 in Wadesboro, NC "
123735,"Ozzie Virgil","C","Osvaldo Jose Virgil Jr. ",NA,"12/7/1956 in Mayaguez, Puerto Rico "
111447,"Billy Brewer","P","William Robert Brewer ",NA,"4/15/1968 in Fort Worth, TX "
123736,"Ozzie Virgil","3B","Osvaldo Jose Virgil Sr. ",NA,"5/17/1933 in Monte Cristi, Dominican Republic "
111448,"Jamie Brewington","P","Jamie Chancellor Brewington ",NA,"9/28/1971 in Greenville, NC "
123737,"Jake Virtue","1B","Jacob Kitchline Virtue ","Guesses","3/2/1865 in Philadelphia, PA "
111449,"Charlie Brewster","SS","Charles Lawrence Brewster ",NA,"12/27/1916 in Marthaville, LA "
