"yahooid","name","position","full_name","nickname","dob"
2399,"Jim Lewis","Seattle",NA,NA,"1955-10-12"
299,"Brian Doyle","Oakland",NA,NA,"1955-01-26"
6763,"Adam Dunn","1B",NA,NA,"1979-11-09"
2354,"Rick Lysander","Minnesota",NA,NA,"1953-02-21"
6731,"Andy Barkett","LF",NA,NA,"1974-09-05"
2338,"Rob Dressler","RP",NA,NA,"1954-02-02"
6715,"Jimmy Osting","SP",NA,NA,"1977-04-07"
2330,"Tom Buskey","Toronto",NA,NA,"1947-02-20"
580,"Terry Kennedy","San Francisco",NA,NA,"1956-06-04"
4654,"Rich Amaral","CF",NA,NA,"1962-04-01"
6619,"Albert Pujols","1B",NA,NA,"1980-01-16"
2282,"Larry Rothschild","Detroit",NA,NA,"1954-03-12"
8978,"David Carpenter","RP",NA,NA,"1985-07-15"
1122,"Larry Milbourne","Seattle",NA,NA,"1951-02-14"
6553,"Leslie Brea","RP",NA,NA,"1978-10-12"
2249,"Dennis Martinez","RP",NA,NA,"1954-05-14"
6523,"Ivanon Coffie","3B",NA,NA,"1977-05-16"
2234,"John Henry Johnson","Milwaukee",NA,NA,"1956-08-21"
6411,"Joe Crede","3B",NA,NA,"1978-04-26"
2178,"Dave Beard","Detroit",NA,NA,"1959-10-02"
6363,"J.C. Romero","RP",NA,NA,"1976-06-04"
2154,"Alan Wiggins","Baltimore",NA,NA,"1958-02-17"
4232,"John Smoltz","SP",NA,NA,"1967-05-15"
6331,"Dan Wheeler","RP",NA,NA,"1977-12-10"
2138,"Ryne Sandberg","2B",NA,NA,"1959-09-18"
4286,"Vance Lovelace","Seattle",NA,NA,"1963-08-09"
6315,"Rob Ryan","CF",NA,NA,"1973-06-24"
2130,"Jeff Ransom","San Francisco",NA,NA,"1960-11-11"
4270,"Trevor Wilson","RP",NA,NA,"1966-06-07"
6299,"Doug Davis","SP",NA,NA,"1975-09-21"
2122,"Larry Owen","Kansas City",NA,NA,"1955-05-31"
4254,"David West","RP",NA,NA,"1964-09-01"
6251,"Aaron Scheffer","RP",NA,NA,"1975-08-15"
2098,"Mel Hall","LF",NA,NA,"1960-09-16"
4206,"Darryl Hamilton","LF",NA,NA,"1964-12-03"
6133,"Mike Lowell","3B",NA,NA,"1974-02-24"
255,"Terry Crowley","Washington",NA,NA,"1947-02-16"
4104,"Jack Daugherty","LF",NA,NA,"1960-07-03"
8268,"Mitchell Boggs","RP",NA,NA,"1984-02-15"
8242,"Edgar Gonzalez","2B",NA,NA,"1978-06-14"
1030,"Alex Trevino","Cincinnati",NA,NA,"1957-08-26"
6203,"Rick Greene","RP",NA,NA,"1971-01-02"
2074,"Juan Bonilla","NY Yankees",NA,NA,"1955-02-12"
6069,"Jose Nieves","2B",NA,NA,"1975-06-16"
253,"Warren Cromartie","Kansas City",NA,NA,"1953-09-29"
4068,"Tommy Hinzo","Cleveland",NA,NA,"1964-06-18"
5941,"Ron Wright","DH",NA,NA,"1976-01-21"
249,"Ted Cox","Toronto",NA,NA,"1955-01-24"
8038,"Troy Cate","RP",NA,NA,"1980-10-21"
8025,"Jesse Litsch","SP",NA,NA,"1985-03-09"
1003,"Garry Templeton","NY Mets",NA,NA,"1956-03-24"
4022,"Matt Stark","NY Yankees",NA,NA,"1965-01-21"
6011,"Keith Johns","2B",NA,NA,"1971-07-19"
2013,"Dan Duran","Texas",NA,NA,"1954-03-16"
4031,"Billy Bean","LF",NA,NA,"1964-05-11"
8006,"Rick van den Hurk","RP",NA,NA,"1985-05-22"
7993,"Ian Stewart","3B",NA,NA,"1985-04-05"
999,"Frank Taveras","Washington",NA,NA,"1949-12-24"
4006,"Leo Garcia","Cincinnati",NA,NA,"1962-11-06"
5909,"David Ortiz","1B",NA,NA,"1975-11-18"
248,"Larry Cox","Chi Cubs",NA,NA,"1947-09-11"
3988,"Mark Wasinger","San Francisco",NA,NA,"1961-08-04"
5979,"Jolbert Cabrera","SS",NA,NA,"1972-12-08"
2005,"Shooty Babitt","Oakland",NA,NA,"1959-03-09"
4015,"Todd Burns","RP",NA,NA,"1963-07-06"
7942,"Edgar Martinez","RP",NA,NA,"1981-10-23"
3974,"Kenny Rogers","SP",NA,NA,"1964-11-10"
5845,"Hideki Irabu","RP",NA,NA,"1969-05-05"
246,"Al Cowens","Seattle",NA,NA,"1951-10-25"
7878,"Joselo Diaz","RP",NA,NA,"1980-04-13"
3942,"Bruce Ruffin","RP",NA,NA,"1963-10-04"
5781,"Jamie Walker","RP",NA,NA,"1971-07-01"
244,"Vic Correll","Cincinnati",NA,NA,"1946-02-05"
3924,"Benito Santiago","C",NA,NA,"1965-03-09"
5851,"Mandy Romero","C",NA,NA,"1967-10-29"
1973,"Tony Pena","C",NA,NA,"1957-06-04"
3951,"Kelly Downs","Minnesota",NA,NA,"1960-10-25"
7814,"Tony Gwynn Jr.","CF",NA,NA,"1982-10-04"
3910,"Dave Magadan","3B",NA,NA,"1962-09-30"
242,"Tim Corcoran","NY Mets",NA,NA,"1953-03-19"
3892,"Jerry Browne","2B",NA,NA,"1966-02-13"
5787,"Takashi Kashiwada","RP",NA,NA,"1971-05-14"
1957,"Gary Lucas","LA Angels",NA,NA,"1954-11-08"
3919,"Ruben Rodriguez","Pittsburgh",NA,NA,"1964-08-04"
5685,"Brent Bowers","LF",NA,NA,"1971-05-02"
241,"Cecil Cooper","Milwaukee",NA,NA,"1949-12-20"
3876,"Duane Ward","RP",NA,NA,"1964-05-28"
5755,"Julio Santana","RP",NA,NA,"1974-01-20"
1949,"Tito Landrum","Baltimore",NA,NA,"1954-10-25"
3903,"Robbie Wine","Houston",NA,NA,"1962-07-13"
5589,"Robin Jennings","RF",NA,NA,"1972-04-11"
238,"Dave Concepcion","Cincinnati",NA,NA,"1948-06-17"
5659,"Jacob Cruz","RF",NA,NA,"1973-01-28"
1925,"Fred Breining","Washington",NA,NA,"1955-11-15"
7526,"Dave Gassner","SP",NA,NA,"1978-12-14"
3766,"Trench Davis","Atlanta",NA,NA,"1960-09-12"
5429,"Matt Franco","1B",NA,NA,"1969-08-19"
233,"Dave Collins","St. Louis",NA,NA,"1952-10-20"
3748,"Danny Jackson","SP",NA,NA,"1962-01-05"
7078,"Jeremy Owens","RF",NA,NA,"1976-12-09"
219,"Jack Clark","1B",NA,NA,"1955-11-10"
4981,"Benji Gil","2B",NA,NA,"1972-10-06"
215,"Harry Chappas","Chi White Sox",NA,NA,"1957-10-26"
4853,"Victor Cole","SP",NA,NA,"1968-01-23"
9745,"Yohan Flande","SP",NA,NA,"1986-01-27"
3460,"Toby Hernandez","Toronto",NA,NA,"1958-11-30"
1741,"Larry Christenson","Philadelphia",NA,NA,"1953-11-10"
4923,"Mike Maksudian","1B",NA,NA,"1966-05-28"
211,"Chris Chambliss","NY Yankees",NA,NA,"1948-12-26"
4725,"Harvey Pulliam","LF",NA,NA,"1967-10-20"
1709,"Dave Stapleton","Seattle",NA,NA,"1954-01-16"
4795,"Eric Wedge","DH",NA,NA,"1968-01-27"
6790,"Blaine Neal","RP",NA,NA,"1978-04-06"
6777,"Mike Bacsik","SP",NA,NA,"1977-11-11"
847,"Jamie Quirk","C",NA,NA,"1954-10-22"
210,"Dave Chalk","Kansas City",NA,NA,"1950-08-30"
4693,"Kevin Morton","SP",NA,NA,"1968-08-03"
9425,"Brandon Bantz","C",NA,NA,"1987-01-07"
3380,"Jeff Bittiger","Chi White Sox",NA,NA,"1962-04-13"
6758,"Adam Pettyjohn","RP",NA,NA,"1977-06-11"
9433,"Jake Dunning","RP",NA,NA,"1988-08-12"
3382,"Phil Huffman","Baltimore",NA,NA,"1958-06-20"
209,"Ron Cey","Oakland",NA,NA,"1948-02-15"
4661,"Juan Guzman","SP",NA,NA,"1966-10-28"
1693,"Paul Hodgson","Toronto",NA,NA,"1960-04-14"
4731,"Ricky Bones","RP",NA,NA,"1969-04-07"
201,"Dave Cash","San Diego",NA,NA,"1948-06-11"
4405,"Kelly Mann","Chi Cubs",NA,NA,"1967-08-17"
8849,"Chris Archer","SP",NA,NA,"1988-09-26"
3236,"Greg Booker","San Francisco",NA,NA,"1960-06-22"
198,"Gary Carter","C",NA,NA,"1954-04-08"
4309,"Gene Harris","RP",NA,NA,"1964-12-05"
8657,"Zach Stewart","RP",NA,NA,"1986-09-28"
3188,"Don Schulze","Baltimore",NA,NA,"1962-09-27"
197,"Rod Carew","LA Angels",NA,NA,"1945-10-01"
8593,"César Ramos","RP",NA,NA,"1984-06-22"
3172,"Matt Young","RP",NA,NA,"1958-08-09"
4237,"Donn Pall","RP",NA,NA,"1962-01-11"
8573,"Brad Kilby","RP",NA,NA,"1983-02-19"
3167,"Mike Walters","Minnesota",NA,NA,"1957-10-18"
6345,"Mike Romano","RP",NA,NA,"1972-03-03"
2145,"Ken Smith","Atlanta",NA,NA,"1958-02-12"
8562,"Stephen Strasburg","SP",NA,NA,"1988-07-20"
1070,"Frank White","Kansas City",NA,NA,"1950-09-04"
194,"Bernie Carbo","Pittsburgh",NA,NA,"1947-08-05"
4205,"Don August","San Francisco",NA,NA,"1963-07-03"
6313,"Tony Armas","SP",NA,NA,"1978-04-29"
2129,"Charlie Puleo","Atlanta",NA,NA,"1955-02-07"
8524,"Ryan Webb","RP",NA,NA,"1986-02-05"
8498,"David Hernández","RP",NA,NA,"1985-05-13"
1062,"Bob Watson","Atlanta",NA,NA,"1946-04-10"
4268,"Gary Sheffield","LF",NA,NA,"1968-11-18"
4173,"Gary Eave","San Francisco",NA,NA,"1963-07-22"
8458,"Mark Melancon","RP",NA,NA,"1985-03-28"
6281,"Steve Rain","RP",NA,NA,"1975-06-02"
33,"Rick Auerbach","Seattle",NA,NA,"1950-02-15"
2113,"Rufino Linares","LA Angels",NA,NA,"1951-02-28"
4236,"Bill McGuire","Seattle",NA,NA,"1964-02-14"
188,"Bert Campaneris","NY Yankees",NA,NA,"1942-03-09"
8111,"Alberto Gonzalez","2B",NA,NA,"1983-04-18"
3028,"Ronn Reynolds","San Diego",NA,NA,"1958-09-28"
5958,"Dave Berg","LF",NA,NA,"1970-09-03"
184,"Matt Alexander","Pittsburgh",NA,NA,"1947-01-30"
7983,"Reid Brignac","3B",NA,NA,"1986-01-16"
2964,"Howard Johnson","3B",NA,NA,"1960-11-29"
180,"Enos Cabell","LA Dodgers",NA,NA,"1949-10-08"
5734,"Livan Hernandez","RP",NA,NA,"1975-02-20"
177,"Jeff Burroughs","Toronto",NA,NA,"1951-03-07"
176,"Rick Burleson","Baltimore",NA,NA,"1951-04-29"
5606,"Mike Milchin","RP",NA,NA,"1968-02-28"
173,"Al Bumbry","San Diego",NA,NA,"1947-04-21"
172,"Terry Bulling","Seattle",NA,NA,"1952-12-15"
154,"Jack Brohamer","Cleveland",NA,NA,"1950-02-26"
9540,"José Abreu","1B",NA,NA,"1987-01-29"
149,"Dan Briggs","Chi Cubs",NA,NA,"1952-11-18"
9476,"Todd Cunningham","LF",NA,NA,"1989-03-20"
148,"Ken Brett","Kansas City",NA,NA,"1948-09-18"
9092,"Hisashi Iwakuma","SP",NA,NA,"1981-04-12"
142,"Steve Braun","St. Louis",NA,NA,"1948-05-08"
6639,"Lyle Overbay","1B",NA,NA,"1977-01-28"
2292,"Bob Stanley","Boston",NA,NA,"1954-11-10"
6711,"Luis Lopez","1B",NA,NA,"1973-10-05"
2328,"Ralph Botting","LA Angels",NA,NA,"1955-05-12"
6615,"Ichiro Suzuki","RF",NA,NA,"1973-10-22"
2280,"Dave Righetti","SP",NA,NA,"1958-11-28"
6519,"Geraldo Guzman","RP",NA,NA,"1972-11-28"
2232,"Fergie Jenkins","Chi Cubs",NA,NA,"1942-12-13"
8644,"Domonic Brown","RF",NA,NA,"1987-09-03"
135,"Larry Bowa","NY Mets",NA,NA,"1945-12-06"
6487,"T.J. Tucker","RP",NA,NA,"1978-08-20"
2216,"Wayne Garland","Cleveland",NA,NA,"1950-10-26"
6359,"Julio Ramirez","CF",NA,NA,"1977-08-10"
2152,"Chris Welsh","Cincinnati",NA,NA,"1955-04-14"
8376,"Mike Ekstrom","RP",NA,NA,"1983-08-30"
8324,"Cliff Pennington","SS",NA,NA,"1984-06-15"
130,"Rick Bosetti","Oakland",NA,NA,"1953-08-05"
6255,"Chad Harville","RP",NA,NA,"1976-09-16"
2100,"Dave Hostetler","Pittsburgh",NA,NA,"1956-03-27"
4210,"Brad Moore","Philadelphia",NA,NA,"1964-06-21"
6327,"Vernon Wells","LF",NA,NA,"1978-12-08"
2136,"Paul Runge","Atlanta",NA,NA,"1958-05-21"
4282,"Dennis Cook","RP",NA,NA,"1962-10-04"
3101,"Jamie Allen","Seattle",NA,NA,"1958-05-29"
8309,"Clayton Richard","SP",NA,NA,"1983-09-12"
1804,"Gary Lavelle","Oakland",NA,NA,"1949-01-03"
5660,"Robert Machado","C",NA,NA,"1973-06-03"
5468,"Paul Byrd","SP",NA,NA,"1970-12-03"
5084,"Erik Johnson","San Francisco",NA,NA,"1965-10-11"
4802,"Kevin Flora","CF",NA,NA,"1969-06-10"
75,"Paul Blair","NY Yankees",NA,NA,"1944-02-01"
4828,"Russ Springer","RP",NA,NA,"1968-11-07"
4674,"Jeff Mutis","RP",NA,NA,"1966-12-20"
73,"Tim Blackwell","Washington",NA,NA,"1952-08-19"
4700,"Tim Spehr","C",NA,NA,"1966-07-02"
2361,"Mike Paxton","Cleveland",NA,NA,"1953-09-03"
6739,"Alex Sanchez","CF",NA,NA,"1976-08-26"
2342,"Dave Hamilton","Oakland",NA,NA,"1947-12-13"
6611,"Joey Nation","SP",NA,NA,"1978-09-28"
2278,"Pete Redfern","Minnesota",NA,NA,"1954-08-25"
6419,"Jimmy Rollins","SS",NA,NA,"1978-11-27"
2182,"Mike Boddicker","SP",NA,NA,"1957-08-23"
4188,"DeWayne Vaughn","Texas",NA,NA,"1959-07-22"
8428,"Josh Lindblom","SP",NA,NA,"1987-06-15"
8402,"David Freese","3B",NA,NA,"1983-04-28"
1050,"Denny Walling","3B",NA,NA,"1954-04-17"
6265,"Jose Fernandez","3B",NA,NA,"1974-11-02"
2105,"Wallace Johnson","Washington",NA,NA,"1956-12-25"
4220,"Jim Corsi","RP",NA,NA,"1961-09-09"
4156,"Carlos Quintana","1B",NA,NA,"1965-08-26"
6291,"Luis Vizcaino","RP",NA,NA,"1974-08-06"
2118,"Mike Marshall","Seattle",NA,NA,"1960-01-12"
4246,"Shane Turner","3B",NA,NA,"1963-01-08"
7678,"Tom Gorzelanny","RP",NA,NA,"1982-07-12"
3842,"Doug Drabek","SP",NA,NA,"1962-07-25"
3777,"Randy Hunt","Washington",NA,NA,"1960-01-03"
59,"Charlie Beamon","Toronto",NA,NA,"1953-12-04"
3790,"Randy Myers","RP",NA,NA,"1962-09-19"
3806,"Juan Nieves","Milwaukee",NA,NA,"1965-01-05"
5651,"Tony Rodriguez","SS",NA,NA,"1970-08-15"
1923,"Bill Bordley","San Francisco",NA,NA,"1958-01-09"
3678,"Al Pardo","Philadelphia",NA,NA,"1962-09-08"
3585,"Kurt Kepshire","St. Louis",NA,NA,"1959-07-03"
56,"Don Baylor","Oakland",NA,NA,"1949-06-28"
3147,"Bert Bradley","Oakland",NA,NA,"1956-12-23"
8493,"Michael Dubee","Pittsburgh",NA,NA,"1986-01-12"
5267,"Riccardo Ingram","PH",NA,NA,"1966-09-10"
1827,"Randy Moffitt","Toronto",NA,NA,"1948-10-13"
3659,"Juan Castillo","Milwaukee",NA,NA,"1962-01-25"
6838,"Tim Raines Jr.","RF",NA,NA,"1979-08-31"
1731,"Bill Bonham","Cincinnati",NA,NA,"1948-10-01"
4883,"Pat Rapp","SP",NA,NA,"1967-07-13"
6526,"Marcus Jones","SP",NA,NA,"1975-03-29"
6513,"Randy Choate","RP",NA,NA,"1975-09-05"
814,"Broderick Perkins","Cleveland",NA,NA,"1954-11-23"
6454,"Justin Brunette","RP",NA,NA,"1975-10-07"
6441,"Johan Santana","SP",NA,NA,"1979-03-13"
805,"Lance Parrish","C",NA,NA,"1956-06-15"
8825,"Hank Conger","C",NA,NA,"1988-01-29"
3230,"Jeff Doyle","St. Louis",NA,NA,"1956-10-02"
1635,"John Castino","Minnesota",NA,NA,"1954-10-23"
4499,"Gil Heredia","SP",NA,NA,"1965-10-26"
6561,"Jack Cressend","RP",NA,NA,"1975-05-13"
2253,"Bob McClure","RP",NA,NA,"1952-04-29"
8262,"Brad Ziegler","RP",NA,NA,"1979-10-10"
8197,"Brian Bocock","SS",NA,NA,"1985-03-09"
3073,"Chris Codiroli","Kansas City",NA,NA,"1958-03-26"
48,"Sal Bando","Milwaukee",NA,NA,"1944-02-13"
6198,"Joe Winkelsas","RP",NA,NA,"1973-09-14"
8326,"Pablo Sandoval","3B",NA,NA,"1986-08-11"
5374,"Noe Munoz","C",NA,NA,"1970-12-03"
7331,"Allan Simpson","RP",NA,NA,"1977-08-26"
41,"Dusty Baker","Oakland",NA,NA,"1949-06-15"
1347,"Graig Nettles","Washington",NA,NA,"1944-08-20"
8451,"Daniel Davidson","RP",NA,NA,"1981-01-08"
654,"Gary Hancock","Oakland",NA,NA,"1954-01-23"
7203,"Mark Budzinski","CF",NA,NA,"1973-08-26"
40,"Bob Bailor","LA Dodgers",NA,NA,"1951-07-10"
6819,"Scott Chiasson","RP",NA,NA,"1977-08-14"
37,"Bennie Ayala","Cleveland",NA,NA,"1951-02-07"
6447,"Scott Downs","RP",NA,NA,"1976-03-17"
2196,"Reggie Cleveland","Milwaukee",NA,NA,"1948-05-23"
8708,"Bryan Anderson","C",NA,NA,"1986-12-16"
136,"Sam Bowen","Boston",NA,NA,"1952-09-18"
6283,"Tomo Ohka","SP",NA,NA,"1976-03-18"
2114,"Tim Lollar","Boston",NA,NA,"1956-03-17"
4238,"James Randall","Chi White Sox",NA,NA,"1960-08-19"
5923,"Jim Crowell","RP",NA,NA,"1974-05-14"
31,"Tucker Ashford","Kansas City",NA,NA,"1954-12-04"
1991,"George Stablein","San Diego",NA,NA,"1957-10-29"
5955,"Trey Moore","RP",NA,NA,"1972-10-02"
1999,"Bob Walk","SP",NA,NA,"1956-11-26"
4003,"Danny Sheaffer","3B",NA,NA,"1961-08-02"
6063,"Troy Glaus","1B",NA,NA,"1976-08-03"
2026,"Larry Littleton","Cleveland",NA,NA,"1954-04-03"
4057,"David Wells","SP",NA,NA,"1963-05-20"
5807,"Todd Dunwoody","RF",NA,NA,"1975-04-11"
1962,"Don McCormack","Philadelphia",NA,NA,"1955-09-18"
3929,"Randy Kutcher","Boston",NA,NA,"1960-04-20"
5039,"Jason Bere","SP",NA,NA,"1971-05-26"
1770,"Ed Halicki","San Francisco",NA,NA,"1950-10-04"
5814,"Bobby M. Jones","RP",NA,NA,"1972-04-11"
5674,"Desi Wilson","1B",NA,NA,"1969-05-09"
8754,"Omar Beltre","SP",NA,NA,"1981-08-24"
1094,"Gary Woods","Chi Cubs",NA,NA,"1954-07-20"
2193,"Bryan Clark","Seattle",NA,NA,"1956-07-12"
6459,"Pablo Ozuna","3B",NA,NA,"1974-08-25"
2202,"Ron Davis","San Francisco",NA,NA,"1955-08-06"
8406,"Derek Holland","SP",NA,NA,"1986-10-09"
4201,"Angel Escobar","San Francisco",NA,NA,"1965-05-12"
7722,"Ruddy Lugo","RP",NA,NA,"1980-05-22"
3880,"Bruce Fields","Seattle",NA,NA,"1960-10-06"
5835,"Antonio Alfonseca","RP",NA,NA,"1972-04-16"
1969,"Rich Murray","San Francisco",NA,NA,"1957-07-06"
3943,"Mike Jackson","RP",NA,NA,"1964-12-22"
8046,"Sean Gallagher","RP",NA,NA,"1985-12-30"
8033,"Tony Abreu","2B",NA,NA,"1984-11-13"
1004,"Gene Tenace","Pittsburgh",NA,NA,"1946-10-10"
4026,"Matt Williams","3B",NA,NA,"1965-11-28"
6019,"Orlando Hernandez","SP",NA,NA,"1969-10-11"
2015,"Dan Firova","Cleveland",NA,NA,"1956-10-16"
4035,"Jeff Ballard","Pittsburgh",NA,NA,"1963-08-13"
8062,"Billy Petrick","RP",NA,NA,"1984-04-29"
8049,"Jailen Peguero","RP",NA,NA,"1981-01-04"
1006,"Jerry Terrell","Kansas City",NA,NA,"1946-07-13"
4034,"Jeff DeWillis","Toronto",NA,NA,"1965-04-13"
6035,"Will Brunson","RP",NA,NA,"1970-03-20"
2019,"Von Hayes","RF",NA,NA,"1958-08-31"
4043,"Gene Larkin","RF",NA,NA,"1962-10-24"
8094,"Billy Buckner","SP",NA,NA,"1983-08-27"
4050,"Paul Noce","San Diego",NA,NA,"1959-12-16"
6067,"David Holdridge","RP",NA,NA,"1969-02-05"
2027,"Steve Lubratich","LA Angels",NA,NA,"1955-05-01"
4059,"Mike Campbell","RP",NA,NA,"1964-02-17"
8110,"Donny Lucy","C",NA,NA,"1982-08-08"
4058,"Wally Ritchie","RP",NA,NA,"1965-07-12"
2031,"Kelvin Moore","Oakland",NA,NA,"1957-09-26"
4067,"Lance Johnson","CF",NA,NA,"1963-07-06"
8118,"Rich Thompson","RP",NA,NA,"1984-07-01"
8105,"Josh Anderson","LF",NA,NA,"1982-08-10"
1013,"Gary Thomasson","LA Dodgers",NA,NA,"1951-07-29"
4062,"Brett Gideon","Washington",NA,NA,"1963-08-08"
6091,"Joe McEwing","3B",NA,NA,"1972-10-19"
2033,"Casey Parsons","Cleveland",NA,NA,"1954-04-14"
4071,"Mackey Sasser","C",NA,NA,"1962-08-03"
8142,"Jeff Ridgway","RP",NA,NA,"1980-08-17"
8129,"Erick Threets","RP",NA,NA,"1981-11-04"
1016,"Jason Thompson","Washington",NA,NA,"1954-07-06"
4074,"Mike Macfarlane","C",NA,NA,"1964-04-12"
6115,"Jose Jimenez","RP",NA,NA,"1973-07-07"
2039,"Daryl Sconiers","LA Angels",NA,NA,"1958-10-03"
4083,"Steve Peters","St. Louis",NA,NA,"1962-11-14"
8150,"Tim Lahey","RP",NA,NA,"1982-02-07"
8137,"Josh Newman","RP",NA,NA,"1982-06-11"
1017,"Scot Thompson","Washington",NA,NA,"1955-12-07"
4078,"John Marzano","C",NA,NA,"1963-02-14"
6123,"Neil Weber","RP",NA,NA,"1972-12-06"
2041,"John Shelby","Detroit",NA,NA,"1958-02-23"
509,"Larry Hisle","Milwaukee",NA,NA,"1947-05-05"
4087,"Randy Velarde","2B",NA,NA,"1962-11-24"
510,"Butch Hobson","NY Yankees",NA,NA,"1951-08-17"
8158,"Fernando Hernandez","RP",NA,NA,"1984-07-31"
8145,"Justin Ruggiano","RF",NA,NA,"1982-04-12"
1018,"Andre Thornton","Cleveland",NA,NA,"1949-08-13"
4082,"Todd Frohwirth","RP",NA,NA,"1962-09-28"
6131,"Carlos Febles","2B",NA,NA,"1976-05-24"
2043,"Wayne Tolleson","NY Yankees",NA,NA,"1955-11-22"
4091,"Damon Berryhill","C",NA,NA,"1963-12-03"
8236,"Adam Russell","RP",NA,NA,"1983-04-14"
8210,"Ramon Troncoso","RP",NA,NA,"1983-02-16"
1026,"Rusty Torres","Kansas City",NA,NA,"1948-09-30"
4124,"Eric Nolte","Seattle",NA,NA,"1964-04-28"
4098,"Adam Peterson","Washington",NA,NA,"1965-12-11"
64,"Juan Beniquez","Toronto",NA,NA,"1950-05-13"
6187,"Joe Mays","SP",NA,NA,"1975-12-10"
2066,"Marshall Edwards","Milwaukee",NA,NA,"1952-08-27"
4142,"Randy Milligan","Washington",NA,NA,"1961-11-27"
8252,"Michael Aubrey","1B",NA,NA,"1982-04-15"
8226,"Brad Harman","2B",NA,NA,"1985-11-19"
1028,"Alan Trammell","SS",NA,NA,"1958-02-21"
4132,"Brick Smith","Seattle",NA,NA,"1959-05-02"
129,"Glenn Borgmann","Chi White Sox",NA,NA,"1950-05-25"
8260,"Mike Avilés","SS",NA,NA,"1981-03-13"
8234,"Brandon Boggs","RF",NA,NA,"1983-01-09"
1029,"Manny Trillo","Cincinnati",NA,NA,"1950-12-25"
4136,"Steve Stanicek","Philadelphia",NA,NA,"1961-06-19"
6199,"Terrence Long","LF",NA,NA,"1976-02-29"
2072,"Steve Bedrosian","RP",NA,NA,"1957-12-06"
6215,"Chris Sexton","SS",NA,NA,"1971-08-03"
2080,"Brett Butler","CF",NA,NA,"1957-06-15"
4170,"Pat Borders","C",NA,NA,"1963-05-14"
6223,"Ted Lilly","SP",NA,NA,"1976-01-04"
2084,"Jody Davis","Atlanta",NA,NA,"1956-11-12"
8312,"Tommy Hunter","RP",NA,NA,"1986-07-03"
4178,"Juan Bell","SS",NA,NA,"1968-03-29"
8316,"Francisley Bueno","RP",NA,NA,"1981-03-05"
8290,"Cedrick Bowers","RP",NA,NA,"1978-02-10"
1036,"Willie Upshaw","Cleveland",NA,NA,"1957-04-27"
4164,"John Wetteland","RP",NA,NA,"1966-08-21"
6227,"Ryan Glynn","SP",NA,NA,"1974-11-01"
2086,"Rick Engle","Washington",NA,NA,"1957-04-07"
4182,"Candy Sierra","Cincinnati",NA,NA,"1967-03-27"
6231,"Mike Darr","RF",NA,NA,"1976-03-21"
2088,"Scott Fletcher","2B",NA,NA,"1958-07-30"
4186,"Don Heinkel","St. Louis",NA,NA,"1959-10-20"
6243,"Liu Rodriguez","2B",NA,NA,"1976-11-05"
2094,"David Green","St. Louis",NA,NA,"1960-12-04"
4198,"Cris Carpenter","RP",NA,NA,"1965-04-05"
6271,"Yamid Haad","C",NA,NA,"1977-09-02"
2108,"Gary Krug","Chi Cubs",NA,NA,"1955-02-12"
66,"Dave Bergman","1B",NA,NA,"1953-06-06"
4226,"Doug Davis","C",NA,NA,"1962-09-24"
6279,"Lance Berkman","1B",NA,NA,"1976-02-10"
2112,"Tim Leary","SP",NA,NA,"1958-12-23"
4234,"Rod Nichols","RP",NA,NA,"1964-12-29"
4262,"Brian Meyer","Houston",NA,NA,"1963-01-29"
8508,"Blake Hawksworth","RP",NA,NA,"1983-03-01"
8482,"Diory Hernandez","3B",NA,NA,"1984-04-08"
1060,"U.L. Washington","Pittsburgh",NA,NA,"1953-10-27"
6305,"Dave Roberts","LF",NA,NA,"1972-05-31"
2125,"Joe Pittman","San Francisco",NA,NA,"1954-01-01"
4260,"Lenny Harris","LF",NA,NA,"1964-10-28"
6323,"Corey Lee","RP",NA,NA,"1974-12-26"
2134,"Gene Roof","St. Louis",NA,NA,"1958-01-13"
4278,"Luis de los Santos","Baltimore",NA,NA,"1966-12-29"
6367,"Jim Morris","RP",NA,NA,"1964-01-19"
2156,"Billy Smith","Houston",NA,NA,"1954-09-13"
4305,"Ken Griffey Jr.","PH",NA,NA,"1969-11-21"
538,"Garth Iorg","Toronto",NA,NA,"1954-10-12"
4318,"Junior Felix","Washington",NA,NA,"1967-10-03"
6479,"Seth Etherton","SP",NA,NA,"1976-10-17"
2212,"Dave Ford","Baltimore",NA,NA,"1956-12-29"
8802,"Lucas May","C",NA,NA,"1984-10-24"
1100,"Steve Yeager","Seattle",NA,NA,"1948-11-24"
6491,"Nelson Figueroa","SP",NA,NA,"1974-05-18"
2218,"Jerry Don Gleaton","RP",NA,NA,"1957-09-14"
4521,"Colby Ward","Cleveland",NA,NA,"1964-01-02"
565,"Ruppert Jones","Texas",NA,NA,"1955-03-12"
4534,"Efrain Valdez","RP",NA,NA,"1966-06-11"
1348,"Jim Nettles","Oakland",NA,NA,"1947-03-02"
1350,"Jeff Newman","Boston",NA,NA,"1948-09-11"
1351,"Steve Nicosia","Washington",NA,NA,"1955-08-06"
1352,"Joe Nolan","Baltimore",NA,NA,"1951-05-12"
1354,"Wayne Nordhagen","Chi Cubs",NA,NA,"1948-07-04"
5404,"Les Norman","RF",NA,NA,"1969-02-25"
1356,"Nelson Norman","Washington",NA,NA,"1958-05-23"
1357,"Jim Norris","Texas",NA,NA,"1948-12-20"
1501,"Bob Boone","Kansas City",NA,NA,"1947-11-19"
